Zip Code,State,Geography,Total population,Male; Estimate; Total population,Female; Estimate; Total population, AGE - Under 5 years, AGE - 5 to 9 years, AGE - 10 to 14 years, AGE - 15 to 19 years, AGE - 20 to 24 years, AGE - 25 to 29 years, AGE - 30 to 34 years, AGE - 35 to 39 years, AGE - 40 to 44 years, AGE - 45 to 49 years, AGE - 50 to 54 years, AGE - 55 to 59 years, AGE - 60 to 64 years, AGE - 65 to 69 years, AGE - 70 to 74 years, AGE - 75 to 79 years, AGE - 80 to 84 years, AGE - 85 years and over
ZIP 73068,OK,ZCTA5 73068,11333,5412,5921,1519,1248,1302,1103,1375,1339,1121,1176,832,1266,1537,1013,1013,796,724,344,271,109
ZIP 73069,OK,ZCTA5 73069,24385,12061,12324,941,1194,778,1194,2876,1755,1537,1085,1194,796,1013,959,796,615,452,344,307,271
ZIP 73071,OK,ZCTA5 73071,38924,19904,19020,1357,1103,814,778,3455,1863,1537,1194,941,760,959,959,705,452,307,398,217,253
ZIP 73072,OK,ZCTA5 73072,45544,22535,23009,832,959,1067,2767,2786,1049,941,868,814,941,1103,868,941,724,561,380,271,217
ZIP 73073,OK,ZCTA5 73073,688,352,336,633,1628,1755,1140,922,127,922,1176,814,1863,1700,1284,814,579,1664,705,217,127
ZIP 73074,OK,ZCTA5 73074,1121,590,531,687,1357,1465,1827,1483,886,1067,1809,1248,1284,868,1429,886,904,398,163,181,127
ZIP 73075,OK,ZCTA5 73075,9456,4736,4720,1284,1248,1121,1049,1339,995,1140,904,1085,1284,1537,1158,1067,760,615,543,416,525
ZIP 73077,OK,ZCTA5 73077,6868,3359,3509,1158,1176,1121,1085,868,1049,1194,1031,1085,1103,1375,1284,1176,977,724,868,398,416
ZIP 73078,OK,ZCTA5 73078,8395,4234,4161,1574,1628,1375,1176,488,868,886,1682,1339,1140,1773,1339,1103,796,398,90,235,199
ZIP 73079,OK,ZCTA5 73079,638,315,323,1863,1049,2134,1610,995,1013,941,1700,941,1357,1049,398,651,1248,597,253,145,145
ZIP 73080,OK,ZCTA5 73080,9614,4700,4914,1266,1194,1121,1176,1212,832,1483,1375,904,1230,1393,1302,814,669,724,543,543,271
ZIP 73082,OK,ZCTA5 73082,2612,1252,1360,1176,1067,1067,1103,959,1266,724,959,995,1664,1664,1393,724,941,1537,307,416,145
ZIP 73084,OK,ZCTA5 73084,6802,3281,3521,1085,904,1067,1375,1212,1013,1121,742,886,1357,1429,1845,1592,868,452,470,452,181
ZIP 73086,OK,ZCTA5 73086,8569,4334,4235,1176,1411,886,1140,1176,1158,1194,1067,1049,1031,1121,1302,1121,1194,687,543,398,416
ZIP 73089,OK,ZCTA5 73089,12402,6403,5999,1158,1266,1682,1465,742,1067,1302,1085,1230,1284,1194,1212,1067,904,633,380,271,145
ZIP 73090,OK,ZCTA5 73090,1385,877,508,724,742,1212,941,344,1393,2605,2424,1537,850,1574,1212,597,488,579,579,181,54
ZIP 73092,OK,ZCTA5 73092,869,431,438,1121,1140,1212,1339,1700,1519,886,543,1067,705,1194,2297,669,633,742,705,289,326
ZIP 73093,OK,ZCTA5 73093,2915,1468,1447,1954,1791,1031,1194,796,1664,1176,1411,1411,778,1103,687,922,724,633,597,217,36
ZIP 73095,OK,ZCTA5 73095,2140,1094,1046,1755,1049,832,1375,1429,1176,1049,1067,1067,1067,1773,1266,597,742,1031,289,452,72
ZIP 73096,OK,ZCTA5 73096,14060,7245,6815,1393,1013,995,1718,3473,1537,1158,886,687,850,1103,886,615,615,380,380,181,181
ZIP 73097,OK,ZCTA5 73097,97,14,83,0,5227,0,0,0,0,0,0,3726,0,5227,0,0,3907,0,0,0,0
ZIP 73098,OK,ZCTA5 73098,4340,2117,2223,1411,1465,1121,1103,669,1049,959,995,904,597,1158,1809,1103,904,724,886,868,362
ZIP 73099,OK,ZCTA5 73099,61147,29684,31463,1429,1483,1302,1049,941,1339,1574,1248,1194,1085,1212,1085,1013,724,525,326,217,289
ZIP 73102,OK,ZCTA5 73102,4238,3288,950,109,199,0,995,2207,3147,2966,2351,1357,1284,1013,1266,705,163,90,199,36,18
ZIP 73103,OK,ZCTA5 73103,4549,2192,2357,1212,886,597,470,1483,2496,1990,1954,1121,977,1411,1176,850,597,398,235,72,163
ZIP 73104,OK,ZCTA5 73104,1974,915,1059,1103,724,724,941,2876,2568,2351,651,814,597,1519,959,1067,561,163,253,36,181
ZIP 73105,OK,ZCTA5 73105,5925,2735,3190,1230,868,814,832,1646,1628,1899,470,1302,1393,1465,1085,886,651,796,380,253,452
ZIP 73106,OK,ZCTA5 73106,13269,7142,6127,1339,1121,941,1284,1954,1899,1881,1248,995,1140,1140,1375,705,434,344,109,127,54
ZIP 73107,OK,ZCTA5 73107,26810,13474,13336,1248,1375,1158,904,1393,1556,1917,1375,1013,1085,1121,1284,1013,651,380,235,199,217
ZIP 73108,OK,ZCTA5 73108,15120,8104,7016,2424,1791,1519,1266,1411,1718,1393,1067,1031,1049,1085,760,488,506,217,127,145,109
ZIP 73109,OK,ZCTA5 73109,20056,10694,9362,1302,1284,1791,1592,1085,1429,922,1447,1537,1049,977,922,760,543,561,344,398,181
ZIP 73110,OK,ZCTA5 73110,33642,16010,17632,1339,1230,1302,1103,1592,1755,1375,922,941,959,1302,1031,868,669,488,416,434,398
ZIP 73111,OK,ZCTA5 73111,11414,5050,6364,1501,886,941,1357,1248,1049,814,868,832,1049,1411,1284,1085,1158,904,669,470,579
ZIP 73112,OK,ZCTA5 73112,30801,14755,16046,1266,995,850,742,1194,2044,1556,1230,1013,1049,1266,1230,850,922,543,434,452,416
ZIP 73114,OK,ZCTA5 73114,18987,9177,9810,1954,1827,1302,1158,1357,1700,1465,1158,995,814,1194,922,687,488,488,271,127,163
ZIP 73115,OK,ZCTA5 73115,21126,10004,11122,1736,1574,1031,1140,1121,1483,1121,1049,995,1121,1031,1158,941,705,651,452,398,380
ZIP 73116,OK,ZCTA5 73116,9601,4243,5358,1302,850,995,543,1230,2152,1158,959,1067,850,1339,1284,1085,814,633,597,687,525
ZIP 73117,OK,ZCTA5 73117,5292,2349,2943,1917,1773,1266,705,904,941,1248,1103,814,995,1320,1501,1447,543,452,579,163,452
ZIP 73118,OK,ZCTA5 73118,13743,6956,6787,1320,724,705,561,1320,2840,1845,1140,1212,1158,1339,1158,959,633,470,181,253,289
ZIP 73119,OK,ZCTA5 73119,32311,16309,16002,2080,1863,1339,1266,1266,1592,1266,1140,1121,1049,868,922,669,434,434,271,271,235
ZIP 73120,OK,ZCTA5 73120,35985,17131,18854,941,868,922,705,1537,1881,1411,1230,1158,995,1013,1248,1176,904,579,488,506,561
ZIP 73121,OK,ZCTA5 73121,3294,1704,1590,398,1230,579,1248,886,705,1230,724,742,1248,1357,1809,1592,1176,904,832,651,760
ZIP 73122,OK,ZCTA5 73122,13962,7159,6803,1158,1357,1176,1031,1809,1067,1375,1194,1176,1085,1339,1103,850,687,416,380,452,398
ZIP 73127,OK,ZCTA5 73127,24937,12590,12347,1610,1375,995,1357,1845,1791,1483,1140,977,922,1302,922,669,561,434,289,181,235
ZIP 73128,OK,ZCTA5 73128,4822,2371,2451,1320,1972,941,1140,1103,1357,1646,1411,904,1103,1501,1284,651,416,488,452,235,145
ZIP 73129,OK,ZCTA5 73129,19108,9941,9167,2116,2098,1339,1085,1447,1248,1176,1411,1140,1158,1140,615,669,470,326,253,163,217
ZIP 73130,OK,ZCTA5 73130,19535,9118,10417,1013,1049,1375,1103,941,1158,1085,1140,1248,1284,1284,1483,1248,832,651,561,326,289
ZIP 73131,OK,ZCTA5 73131,3257,1793,1464,796,525,778,1085,1935,1158,705,1031,814,1773,1972,1718,1230,814,651,488,145,452
ZIP 73132,OK,ZCTA5 73132,27227,12539,14688,1302,1248,1230,1284,1176,1574,1140,1230,1158,995,1085,1212,922,778,543,398,434,362
ZIP 73134,OK,ZCTA5 73134,4991,2194,2797,922,1845,742,380,1465,2767,1935,1755,814,506,814,1230,543,561,181,235,434,941
ZIP 73135,OK,ZCTA5 73135,21031,9724,11307,1773,1140,1646,1230,1212,1320,1447,1230,886,1085,1302,1212,1031,579,488,271,163,72
ZIP 73139,OK,ZCTA5 73139,18566,9275,9291,1537,1230,922,995,2062,1628,1375,1140,1031,1085,959,796,760,615,669,506,398,380
ZIP 73141,OK,ZCTA5 73141,2660,1343,1317,1013,1537,1899,941,615,868,2171,1718,145,1284,1266,1537,1447,470,470,199,271,253
ZIP 73142,OK,ZCTA5 73142,11142,5122,6020,1357,995,868,1158,1158,1556,1881,922,995,1212,1085,1628,1230,705,380,452,217,253
ZIP 73145,OK,ZCTA5 73145,2493,1668,825,2351,1031,922,579,7543,3220,1121,868,72,145,72,109,36,0,0,0,0,0
ZIP 73149,OK,ZCTA5 73149,4868,2550,2318,2225,1827,1194,597,959,1465,1718,1339,1049,1194,1501,633,760,633,488,199,127,217
ZIP 73150,OK,ZCTA5 73150,4282,2092,2190,742,724,1501,1121,796,814,760,1013,778,1483,1773,1465,1881,1501,760,633,163,163
ZIP 73151,OK,ZCTA5 73151,1522,818,704,1339,1375,2062,1049,579,289,1302,1067,959,2026,1411,2044,1031,597,904,54,0,0
ZIP 73159,OK,ZCTA5 73159,30416,15353,15063,1284,1429,1103,1121,1411,1429,1140,1176,1176,1266,1158,1085,1013,778,579,398,344,217
ZIP 73160,OK,ZCTA5 73160,55366,26479,28887,1339,1447,1411,995,1447,1610,1755,1320,1049,1121,1085,922,904,579,452,271,181,199
ZIP 73162,OK,ZCTA5 73162,29518,13922,15596,1031,1248,1140,1013,977,1429,1085,778,1140,1140,1375,1574,1357,796,705,525,326,434
ZIP 73165,OK,ZCTA5 73165,6487,3384,3103,814,1519,1646,1357,380,1031,1085,1302,1519,1411,1755,1556,850,886,525,145,217,109
ZIP 73169,OK,ZCTA5 73169,1981,983,998,1736,1266,1682,1085,669,941,1176,1121,1031,1646,1447,1140,1212,597,850,199,36,253
ZIP 73170,OK,ZCTA5 73170,36792,17869,18923,1031,1320,1375,959,1176,1357,1230,1284,1429,1393,1067,1140,1103,687,615,362,344,235
ZIP 73173,OK,ZCTA5 73173,1594,796,798,1899,1845,1194,922,1266,597,2116,1411,1628,1194,1067,1140,778,253,326,72,271,109
ZIP 73179,OK,ZCTA5 73179,3578,1672,1906,1519,1863,1320,1049,705,850,2008,1176,2062,1085,1140,1158,922,651,109,289,109,54
ZIP 73401,OK,ZCTA5 73401,35838,17525,18313,1357,1302,1248,1266,977,1158,1140,1176,1230,1013,1230,1284,959,814,651,506,416,362
ZIP 73425,OK,ZCTA5 73425,53,27,26,0,1700,1700,1700,0,0,3419,0,0,0,0,5806,1700,0,0,2044,0,0
ZIP 73430,OK,ZCTA5 73430,1265,594,671,1266,1031,1031,796,506,506,1284,760,995,687,1501,1013,1556,1465,1700,832,724,452
ZIP 73432,OK,ZCTA5 73432,1028,501,527,1248,1664,1610,959,669,796,1320,1393,1248,1103,796,1230,1085,1248,561,579,199,380
ZIP 73433,OK,ZCTA5 73433,2758,1308,1450,1085,1700,1121,1357,561,850,904,1465,977,1140,1718,1411,1194,977,543,434,398,235
ZIP 73434,OK,ZCTA5 73434,524,247,277,525,796,2695,1863,941,868,995,579,1248,2207,615,1284,796,1103,615,615,145,199
ZIP 73437,OK,ZCTA5 73437,80,48,32,0,0,0,4070,0,0,0,3618,1809,1592,1809,0,0,0,3618,1592,0,0
ZIP 73438,OK,ZCTA5 73438,3687,1593,2094,1085,1320,1357,832,1429,669,1067,760,1067,1773,1176,941,1121,977,814,687,362,633
ZIP 73439,OK,ZCTA5 73439,7666,3849,3817,1121,1194,922,724,1031,850,814,778,959,922,1537,1646,1140,1610,1067,959,561,253
ZIP 73440,OK,ZCTA5 73440,208,100,108,1483,2786,0,0,0,1393,2008,434,687,0,0,0,1574,0,5209,1827,687,0
ZIP 73441,OK,ZCTA5 73441,163,90,73,561,217,778,669,561,0,217,995,886,4323,1447,669,2550,1339,1447,326,1103,0
ZIP 73442,OK,ZCTA5 73442,523,269,254,307,1320,1664,2243,0,525,1483,941,1103,1773,1447,1791,1357,904,380,615,235,0
ZIP 73443,OK,ZCTA5 73443,3554,1811,1743,724,1140,1791,1320,796,1501,579,1230,922,1556,1664,1393,1501,525,1266,0,199,0
ZIP 73444,OK,ZCTA5 73444,117,89,28,0,0,1393,1230,0,0,0,0,2478,0,6023,0,1393,5571,0,0,0,0
ZIP 73446,OK,ZCTA5 73446,8090,3937,4153,1248,1519,1158,1447,1049,922,977,1121,1067,1411,1194,1357,796,814,814,561,289,344
ZIP 73447,OK,ZCTA5 73447,1248,580,668,814,1266,1140,2080,669,778,904,850,1103,1411,1230,868,2261,1067,760,434,271,163
ZIP 73448,OK,ZCTA5 73448,6159,3024,3135,1284,1049,1519,1429,1248,1266,977,1266,995,995,1140,1140,1158,796,705,543,253,344
ZIP 73449,OK,ZCTA5 73449,2688,1331,1357,506,796,959,1031,271,959,289,1519,868,2550,1755,1085,1049,1320,1592,886,307,344
ZIP 73450,OK,ZCTA5 73450,1384,651,733,579,687,1773,977,362,760,1049,633,1031,1320,1393,2514,1176,1230,1266,434,724,199
ZIP 73453,OK,ZCTA5 73453,428,175,253,506,1302,724,543,1556,1519,796,0,506,1646,2406,1646,1013,1483,1230,506,669,0
ZIP 73455,OK,ZCTA5 73455,580,310,270,959,1411,1411,1501,597,995,651,615,941,1339,3310,1158,904,814,217,597,181,506
ZIP 73456,OK,ZCTA5 73456,2151,1112,1039,1284,1194,1049,1248,1411,922,1266,832,1031,1158,1085,1393,1248,796,488,615,832,235
ZIP 73458,OK,ZCTA5 73458,925,479,446,760,1302,1791,1845,1212,452,1429,796,1519,995,1411,1302,832,470,615,705,380,253
ZIP 73459,OK,ZCTA5 73459,1062,546,516,959,1284,1375,669,1393,525,1013,1248,1049,1103,1483,1899,941,1320,941,199,434,253
ZIP 73460,OK,ZCTA5 73460,4690,2338,2352,1574,1103,832,1447,1339,1393,832,1375,742,1158,1013,977,1266,995,742,506,362,452
ZIP 73461,OK,ZCTA5 73461,785,371,414,1067,1429,1284,1537,651,1411,1682,814,1194,995,1411,868,1628,615,579,434,199,271
ZIP 73463,OK,ZCTA5 73463,3647,1703,1944,1013,1302,1429,1067,941,959,1447,1031,959,1212,1465,886,1248,1140,687,579,380,380
ZIP 73481,OK,ZCTA5 73481,1031,517,514,1628,977,1429,1357,1465,941,850,651,579,1393,1664,1375,1320,615,344,579,543,398
ZIP 73487,OK,ZCTA5 73487,106,48,58,506,0,344,687,850,0,687,0,1031,2731,1537,3581,1357,1537,0,1357,1537,344
ZIP 73491,OK,ZCTA5 73491,842,426,416,1972,1447,1158,1556,1411,1556,1103,1031,1140,814,1031,1103,651,814,597,362,181,199
ZIP 73501,OK,ZCTA5 73501,20450,11520,8930,1212,1266,886,796,1592,1863,1429,1230,1375,1284,1284,886,886,633,488,398,271,289
ZIP 73503,OK,ZCTA5 73503,10118,6598,3520,1791,1212,1049,3183,4558,2677,1736,1031,344,199,90,163,18,0,18,0,0,0
ZIP 73505,OK,ZCTA5 73505,51391,24834,26557,1519,1465,1049,1194,1537,1610,1537,1067,1013,1031,1085,1085,832,615,543,398,289,217
ZIP 73507,OK,ZCTA5 73507,23592,11552,12040,1284,1266,1176,1212,1755,1483,1176,1013,1085,1266,1284,1411,724,651,452,452,217,199
ZIP 73520,OK,ZCTA5 73520,114,50,64,796,959,1592,959,163,2062,0,1429,326,163,3165,1103,163,1592,1592,633,0,1429
ZIP 73521,OK,ZCTA5 73521,21793,10789,11004,1465,1357,1140,1158,1574,1411,1320,1103,1140,959,1140,1158,886,651,561,434,398,217
ZIP 73526,OK,ZCTA5 73526,2061,1044,1017,1357,2225,832,742,959,1465,525,525,850,1935,1773,1049,886,886,1031,633,199,235
ZIP 73527,OK,ZCTA5 73527,5202,2586,2616,705,1411,1375,1809,832,561,1049,1411,1574,1501,1682,995,814,669,651,615,199,217
ZIP 73528,OK,ZCTA5 73528,610,307,303,1302,832,1899,1339,1158,868,1302,705,1013,868,1537,1067,778,1031,796,1013,362,235
ZIP 73529,OK,ZCTA5 73529,5036,2556,2480,1103,1230,868,1140,1103,742,1031,1375,724,922,1302,1447,1284,1085,814,922,724,271
ZIP 73530,OK,ZCTA5 73530,562,312,250,326,705,651,2858,543,380,362,543,778,1682,2279,1320,2351,1736,543,742,253,36
ZIP 73531,OK,ZCTA5 73531,459,232,227,1465,1266,1067,832,832,1339,1230,1809,398,904,2008,1845,561,832,633,904,199,0
ZIP 73532,OK,ZCTA5 73532,466,220,246,886,1700,1320,941,1212,1085,705,742,615,705,1013,2062,506,1049,1013,977,742,850
ZIP 73533,OK,ZCTA5 73533,28225,13594,14631,1194,1194,1339,995,1158,1194,1013,1140,904,1121,1266,1393,1031,904,760,597,525,398
ZIP 73537,OK,ZCTA5 73537,669,323,346,1320,1049,1736,814,995,344,597,1248,1031,1158,1248,1954,941,1103,506,1049,217,760
ZIP 73538,OK,ZCTA5 73538,5162,2732,2430,1176,1194,1339,1302,687,1320,1501,1230,1718,1375,1393,832,796,904,597,434,217,72
ZIP 73539,OK,ZCTA5 73539,235,117,118,1302,2388,470,687,615,307,235,3075,1773,1302,1085,615,2008,1302,307,235,0,380
ZIP 73540,OK,ZCTA5 73540,384,220,164,995,561,1085,145,3346,615,796,796,1031,1700,615,2442,615,796,941,525,561,525
ZIP 73541,OK,ZCTA5 73541,3057,1513,1544,1465,1357,1447,1140,687,1320,1103,796,1845,1302,1972,705,1140,597,416,398,199,199
ZIP 73542,OK,ZCTA5 73542,4398,2206,2192,1085,941,1592,1357,1140,1230,1501,633,1158,1339,1248,868,1158,814,760,597,235,470
ZIP 73543,OK,ZCTA5 73543,1663,826,837,2333,1013,687,1266,1085,1646,1302,1121,615,941,1628,886,778,850,886,307,199,506
ZIP 73544,OK,ZCTA5 73544,262,140,122,0,760,2008,1447,416,0,2623,615,199,2623,1791,1791,1519,904,760,488,0,145
ZIP 73546,OK,ZCTA5 73546,1156,568,588,1628,1140,1863,705,796,362,1031,597,1465,1031,760,1537,1176,1519,904,868,307,398
ZIP 73547,OK,ZCTA5 73547,2291,1593,698,217,705,742,778,1248,2116,2171,1031,1990,832,1339,1339,814,742,579,380,525,506
ZIP 73548,OK,ZCTA5 73548,567,269,298,0,1176,3003,1339,90,0,0,0,2044,1049,3003,1248,2044,2171,579,72,0,289
ZIP 73549,OK,ZCTA5 73549,344,177,167,995,1320,1519,2948,470,271,416,579,742,1628,2532,995,1574,1103,470,416,109,0
ZIP 73550,OK,ZCTA5 73550,2405,1092,1313,1393,1375,1085,1302,742,1158,922,1013,1320,1085,1121,832,1248,886,724,796,380,669
ZIP 73551,OK,ZCTA5 73551,40,20,20,0,1357,0,3165,0,0,0,2713,2261,3618,2713,0,0,904,0,1357,0,0
ZIP 73552,OK,ZCTA5 73552,1629,859,770,868,904,1574,1682,1646,941,651,1501,1357,1031,1773,1592,1049,651,307,307,217,36
ZIP 73553,OK,ZCTA5 73553,31,17,14,0,0,0,0,0,0,0,0,2333,0,1755,8176,3509,0,1176,0,0,1176
ZIP 73554,OK,ZCTA5 73554,3482,1742,1740,1556,1248,977,1266,687,995,1176,1393,1375,814,1103,1085,977,1067,470,796,579,543
ZIP 73555,OK,ZCTA5 73555,224,115,109,886,651,2424,1212,1049,651,0,561,1284,3310,235,1375,1610,886,398,235,0,1284
ZIP 73556,OK,ZCTA5 73556,140,51,89,904,0,1556,2713,1158,127,1556,904,778,127,2460,651,1158,2460,380,1158,0,0
ZIP 73557,OK,ZCTA5 73557,204,115,89,181,615,525,1248,1501,615,271,3021,1592,705,1773,2044,1773,1067,181,705,0,271
ZIP 73559,OK,ZCTA5 73559,585,307,278,1755,1537,742,434,742,561,1664,163,1121,1121,2315,1574,1393,1212,380,344,380,687
ZIP 73560,OK,ZCTA5 73560,668,337,331,1845,1194,886,2623,1863,597,1140,995,1248,1194,886,705,506,778,977,109,380,127
ZIP 73562,OK,ZCTA5 73562,688,378,310,651,995,687,977,977,416,525,760,995,1755,1393,1556,850,1755,2315,651,109,705
ZIP 73564,OK,ZCTA5 73564,497,249,248,651,470,941,1049,1230,470,470,1574,1863,2297,1375,1718,579,1827,145,832,36,543
ZIP 73565,OK,ZCTA5 73565,1008,518,490,1212,904,1556,1085,633,977,796,1049,1103,724,1429,1176,1429,1357,814,832,579,470
ZIP 73566,OK,ZCTA5 73566,1938,894,1044,886,1519,1302,2026,1140,506,832,597,1501,1031,1357,850,1266,814,615,1013,452,380
ZIP 73567,OK,ZCTA5 73567,643,344,299,1483,1013,724,1230,1121,1465,615,1320,724,1375,1556,470,1519,1266,651,922,344,253
ZIP 73568,OK,ZCTA5 73568,1367,655,712,1320,1755,1447,1212,959,705,1031,1411,525,1194,724,1411,832,760,398,525,742,1158
ZIP 73569,OK,ZCTA5 73569,625,312,313,1248,1773,1736,778,579,1013,615,1411,922,1158,868,1592,1266,868,760,868,525,109
ZIP 73570,OK,ZCTA5 73570,1180,567,613,1212,1411,1013,1465,1140,814,904,651,796,1085,1465,1320,1176,886,669,1375,362,344
ZIP 73571,OK,ZCTA5 73571,178,90,88,814,1519,2134,814,0,506,0,3147,705,398,1628,2532,1519,1121,398,0,814,0
ZIP 73572,OK,ZCTA5 73572,3552,1753,1799,1049,1248,1176,1375,1103,778,1339,1049,1339,1140,1375,1121,995,1049,633,669,506,163
ZIP 73573,OK,ZCTA5 73573,2414,1163,1251,1176,832,1393,1140,904,651,941,579,1393,1212,1501,1574,922,1339,922,832,488,253
ZIP 73601,OK,ZCTA5 73601,10241,5079,5162,1302,1375,1429,1194,1140,1375,1230,904,904,868,1284,1212,868,922,561,561,525,452
ZIP 73620,OK,ZCTA5 73620,990,534,456,597,525,1248,796,1411,705,1284,2080,633,1628,1664,1194,2315,434,416,452,289,380
ZIP 73622,OK,ZCTA5 73622,238,148,90,904,760,832,525,2514,1067,525,1519,687,525,3039,2659,525,235,995,525,72,145
ZIP 73624,OK,ZCTA5 73624,2376,1184,1192,1736,2315,1682,1158,1339,1718,1646,1302,362,1140,904,995,506,217,434,488,90,54
ZIP 73625,OK,ZCTA5 73625,559,266,293,1935,651,651,687,651,778,941,1266,868,235,1972,1881,1266,1266,1357,995,362,362
ZIP 73626,OK,ZCTA5 73626,801,399,402,886,669,1447,886,995,941,452,886,850,1284,669,1483,886,2098,904,1700,362,669
ZIP 73627,OK,ZCTA5 73627,533,303,230,2858,2550,705,380,543,1429,1556,543,271,742,1248,1736,1049,1121,615,109,543,109
ZIP 73628,OK,ZCTA5 73628,1775,869,906,1067,1791,1718,1248,271,904,1266,1067,1212,1266,1393,1483,615,742,543,525,398,579
ZIP 73632,OK,ZCTA5 73632,3349,1646,1703,1176,995,1465,1194,1158,941,941,615,1248,995,2026,1483,705,1140,434,669,434,470
ZIP 73638,OK,ZCTA5 73638,122,66,56,0,597,0,0,3997,1628,289,452,0,1935,2225,1935,1031,1194,742,2080,0,0
ZIP 73639,OK,ZCTA5 73639,502,231,271,904,1158,651,832,506,470,796,1519,615,1302,832,1556,2243,1447,977,724,868,760
ZIP 73641,OK,ZCTA5 73641,787,407,380,1176,1628,1718,778,488,1121,1284,1429,651,1212,941,1501,1339,271,669,506,922,452
ZIP 73642,OK,ZCTA5 73642,163,85,78,778,452,2442,0,452,217,995,0,0,886,1664,2894,1447,561,2333,778,886,1339
ZIP 73644,OK,ZCTA5 73644,14465,7454,7011,1537,1809,922,1176,959,1501,1284,922,1357,1067,1248,1031,1067,724,470,362,362,289
ZIP 73645,OK,ZCTA5 73645,1385,631,754,1519,1610,724,1429,1194,669,1501,1103,307,1501,705,796,1682,1375,615,543,145,669
ZIP 73646,OK,ZCTA5 73646,484,257,227,5010,814,778,36,814,1375,868,941,941,488,3997,705,488,72,742,0,0,0
ZIP 73647,OK,ZCTA5 73647,654,340,314,977,1266,1212,850,90,633,1845,2134,1375,1085,995,1085,1465,362,1320,506,850,36
ZIP 73650,OK,ZCTA5 73650,1124,575,549,2026,1429,1881,995,796,1339,1501,506,1574,506,1176,1085,742,995,362,416,271,506
ZIP 73651,OK,ZCTA5 73651,4175,2036,2139,1212,1537,995,1067,886,995,1501,1176,904,1085,1393,1230,1194,1176,416,633,398,289
ZIP 73654,OK,ZCTA5 73654,849,438,411,1049,1176,1628,1320,814,796,1447,850,742,886,1085,1031,1031,1248,814,1031,742,434
ZIP 73655,OK,ZCTA5 73655,723,377,346,669,832,1121,669,778,1031,506,959,543,1483,1248,1519,1158,2568,1628,832,434,127
ZIP 73658,OK,ZCTA5 73658,330,186,144,1212,1429,2134,1972,0,1212,597,995,2189,1266,597,868,1266,1917,434,0,0,0
ZIP 73659,OK,ZCTA5 73659,175,84,91,0,832,1447,1031,0,0,615,525,416,832,4956,2171,922,1447,1140,416,832,525
ZIP 73660,OK,ZCTA5 73660,380,199,181,1049,1574,669,1049,470,525,1284,1284,289,525,1339,1284,2279,2243,669,615,615,326
ZIP 73661,OK,ZCTA5 73661,482,250,232,2062,1574,1230,488,633,1429,1357,1049,904,868,1049,1085,1646,904,271,525,452,561
ZIP 73662,OK,ZCTA5 73662,6912,4187,2725,1121,687,977,941,2134,1393,1682,1447,1031,1339,1393,1411,615,470,344,289,271,543
ZIP 73663,OK,ZCTA5 73663,1199,625,574,615,1320,2243,1320,886,434,705,977,1429,1140,1320,850,1212,995,597,1031,470,525
ZIP 73664,OK,ZCTA5 73664,1155,546,609,1176,1429,977,1194,1121,796,1158,724,1103,2008,1284,1339,1339,416,886,633,362,163
ZIP 73666,OK,ZCTA5 73666,200,97,103,814,2261,0,995,633,1176,1809,1809,904,543,814,90,2532,0,1809,181,271,1447
ZIP 73667,OK,ZCTA5 73667,592,277,315,922,1194,362,1339,1465,705,832,525,886,1158,2134,1954,2171,760,615,543,217,307
ZIP 73669,OK,ZCTA5 73669,1821,869,952,1158,1845,1158,977,1266,1140,1121,1429,1393,832,959,1158,778,977,289,669,163,796
ZIP 73673,OK,ZCTA5 73673,337,169,168,488,597,488,1393,434,217,2207,1013,163,0,1176,3003,1013,2315,1339,543,760,959
ZIP 73701,OK,ZCTA5 73701,25850,12759,13091,1465,1357,1429,1429,1194,1320,1049,1248,959,1284,1194,1230,724,742,543,289,326,307
ZIP 73703,OK,ZCTA5 73703,27884,13695,14189,1357,1320,904,832,1176,1393,1375,1103,796,832,1284,1230,1158,868,651,597,597,633
ZIP 73705,OK,ZCTA5 73705,298,231,67,0,0,0,2550,13421,2116,0,0,0,0,0,0,0,0,0,0,0,0
ZIP 73716,OK,ZCTA5 73716,420,205,215,1556,0,724,1121,651,1248,127,434,1031,2243,995,2152,2189,1248,1121,561,434,253
ZIP 73717,OK,ZCTA5 73717,6768,3747,3021,1031,977,904,1519,2442,1447,1230,886,886,850,1140,922,995,760,561,615,416,488
ZIP 73718,OK,ZCTA5 73718,604,313,291,742,814,1411,651,995,561,1013,1103,1501,1176,1085,1881,1881,1357,452,778,362,326
ZIP 73719,OK,ZCTA5 73719,33,16,17,0,1103,1103,0,2749,0,2189,0,0,0,4377,0,3835,0,0,0,2749,0
ZIP 73720,OK,ZCTA5 73720,240,139,101,597,3021,1140,832,145,525,2568,525,977,0,2333,2713,380,1212,0,0,832,307
ZIP 73722,OK,ZCTA5 73722,581,275,306,1519,1718,1682,742,597,1212,832,868,344,687,941,1682,1736,742,1176,434,941,217
ZIP 73724,OK,ZCTA5 73724,1022,441,581,1375,760,1411,868,579,705,470,1158,579,525,760,1646,1158,2098,1537,1049,868,506
ZIP 73726,OK,ZCTA5 73726,644,324,320,1682,1917,1067,705,922,1357,561,1357,470,651,1266,868,1121,1176,1158,669,289,868
ZIP 73727,OK,ZCTA5 73727,235,130,105,543,163,850,995,307,0,615,235,307,3382,4233,2080,2008,1158,1230,0,0,0
